HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3VSOLARPKB9ONPFI5WMI5RBN2JE935,A9FCR1QRZAM3U,Approved,"Wed May 21 04:04:22 PDT 2014","Wed May 21 04:05:14 PDT 2014","{""dweck_questions"":[""You have a certain amount of intelligence, and you really can't do much to change it"",""Your intelligence is something about you that you can't change very much"",""You can learn new things, but you can't really change your basic intelligence""],""names"":[""Nick"",""Felix"",""Zach"",""George"",""Greg""],""goals"":[""doing badly on his tests"",""doing well on future tests"",""doing well on this test"",""showing his teacher that he tries at math"",""showing his teacher that he has high math ability"",""improving at math"",""being good at math""]}","{""target0"":""doing badly on his tests"",""target1"":""doing well on future tests"",""target2"":""doing well on this test"",""target3"":""showing his teacher that he tries at math"",""target4"":""showing his teacher that he has high math ability"",""target5"":""improving at math"",""target6"":""being good at math"",""response0"":0.07,""response1"":0.93,""response2"":0.99,""response3"":0.97,""response4"":0.95,""response5"":0.92,""response6"":0.91,""response7"":0.23,""response8"":0.15,""response9"":0.3}","""perception""","""none""","""male""","""no""","""no""","""""",49625,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",37TRT2X24QRIWWW461S1C4N2MG3BJT,A2APPZDU0VS9LN,Approved,"Wed May 21 04:04:33 PDT 2014","Wed May 21 04:05:14 PDT 2014","{""dweck_questions"":[""You can learn new things, but you can't really change your basic intelligence"",""You have a certain amount of intelligence, and you really can't do much to change it"",""Your intelligence is something about you that you can't change very much""],""names"":[""Joe"",""Henry"",""Bob"",""Tom"",""Charles""],""goals"":[""doing well on this test"",""being good at math"",""improving at math"",""showing his teacher that he has high math ability"",""doing badly on his tests"",""doing well on future tests"",""showing his teacher that he tries at math""]}","{""target0"":""doing well on this test"",""target1"":""being good at math"",""target2"":""improving at math"",""target3"":""showing his teacher that he has high math ability"",""target4"":""doing badly on his tests"",""target5"":""doing well on future tests"",""target6"":""showing his teacher that he tries at math"",""response0"":0.7,""response1"":0.37,""response2"":0.19,""response3"":0.23,""response4"":0.11,""response5"":0.67,""response6"":0.8,""response7"":0.14,""response8"":0.12,""response9"":0.14}","""""","""""","""female""","""no""","""no""","""""",38136,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",30LSNF239UVSD8C25QEQZA5YFV22I7,A1WUZOLVPEXOLE,Approved,"Wed May 21 04:04:13 PDT 2014","Wed May 21 04:05:52 PDT 2014","{""dweck_questions"":[""You have a certain amount of intelligence, and you really can't do much to change it"",""You can learn new things, but you can't really change your basic intelligence"",""Your intelligence is something about you that you can't change very much""],""names"":[""John"",""Kyle"",""Joe"",""Dave"",""Zach""],""goals"":[""improving at math"",""being good at math"",""doing well on future tests"",""doing badly on his tests"",""doing well on this test"",""showing his teacher that he tries at math"",""showing his teacher that he has high math ability""]}","{""target0"":""improving at math"",""target1"":""being good at math"",""target2"":""doing well on future tests"",""target3"":""doing badly on his tests"",""target4"":""doing well on this test"",""target5"":""showing his teacher that he tries at math"",""target6"":""showing his teacher that he has high math ability"",""response0"":0.76,""response1"":0.54,""response2"":0.64,""response3"":0.73,""response4"":0.47,""response5"":0.69,""response6"":0.62,""response7"":0.59,""response8"":0.64,""response9"":0.65}","""Just fun""","""nice task""","""male""","""no""","""yes""","""""",90331,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3R5F3LQFV2KSF5QHSS096IBRCDZZO6,AKFH16PLQSYHY,Approved,"Wed May 21 04:05:09 PDT 2014","Wed May 21 04:06:34 PDT 2014","{""dweck_questions"":[""You can learn new things, but you can't really change your basic intelligence"",""You have a certain amount of intelligence, and you really can't do much to change it"",""Your intelligence is something about you that you can't change very much""],""names"":[""Colin"",""Andrew"",""John"",""Ivan"",""Bob""],""goals"":[""improving at math"",""showing his teacher that he tries at math"",""doing well on this test"",""being good at math"",""doing well on future tests"",""showing his teacher that he has high math ability"",""doing badly on his tests""]}","{""target0"":""improving at math"",""target1"":""showing his teacher that he tries at math"",""target2"":""doing well on this test"",""target3"":""being good at math"",""target4"":""doing well on future tests"",""target5"":""showing his teacher that he has high math ability"",""target6"":""doing badly on his tests"",""response0"":0.26,""response1"":0.25,""response2"":0.66,""response3"":0.33,""response4"":0.43,""response5"":0.15,""response6"":0,""response7"":0,""response8"":0,""response9"":0}","""don't know""","""""","""female""","""no""","""no""","""""",83257,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3FDJT1UU748BI0LDNC10AXNNR9HK50,A2YPZF41N7BFA2,Approved,"Wed May 21 04:05:12 PDT 2014","Wed May 21 04:06:46 PDT 2014","{""dweck_questions"":[""You can learn new things, but you can't really change your basic intelligence"",""Your intelligence is something about you that you can't change very much"",""You have a certain amount of intelligence, and you really can't do much to change it""],""names"":[""Kevin"",""Ivan"",""Josh"",""Keith"",""Dave""],""goals"":[""doing badly on his tests"",""showing his teacher that he tries at math"",""doing well on future tests"",""showing his teacher that he has high math ability"",""improving at math"",""being good at math"",""doing well on this test""]}","{""target0"":""doing badly on his tests"",""target1"":""showing his teacher that he tries at math"",""target2"":""doing well on future tests"",""target3"":""showing his teacher that he has high math ability"",""target4"":""improving at math"",""target5"":""being good at math"",""target6"":""doing well on this test"",""response0"":0.04,""response1"":0.81,""response2"":0.94,""response3"":0.96,""response4"":0.91,""response5"":0.96,""response6"":0.97,""response7"":0.35,""response8"":0.66,""response9"":0.63}","""How people think about learning.""","""""","""female""","""no""","""yes""","""""",92334,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",39RP059MEHT8X42P9Y5TSWFJQAYBMX,A9VYFZZS0EW0U,Approved,"Wed May 21 04:05:42 PDT 2014","Wed May 21 04:07:07 PDT 2014","{""dweck_questions"":[""You can learn new things, but you can't really change your basic intelligence"",""You have a certain amount of intelligence, and you really can't do much to change it"",""Your intelligence is something about you that you can't change very much""],""names"":[""Paul"",""Bob"",""Carl"",""Joe"",""Jeff""],""goals"":[""doing badly on his tests"",""showing his teacher that he has high math ability"",""doing well on this test"",""doing well on future tests"",""showing his teacher that he tries at math"",""being good at math"",""improving at math""]}","{""target0"":""doing badly on his tests"",""target1"":""showing his teacher that he has high math ability"",""target2"":""doing well on this test"",""target3"":""doing well on future tests"",""target4"":""showing his teacher that he tries at math"",""target5"":""being good at math"",""target6"":""improving at math"",""response0"":0.07,""response1"":0.94,""response2"":0.88,""response3"":0.88,""response4"":0.89,""response5"":0.89,""response6"":0.94,""response7"":0.08,""response8"":0.17,""response9"":0.22}","""judgement""","""none""","""female""","""no""","""no""","""""",72981,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",33M4IA01QG167NIIJ2TS3S0LF0LRXA,A1ZBP0B1FAZAH1,Approved,"Wed May 21 04:06:19 PDT 2014","Wed May 21 04:07:37 PDT 2014","{""dweck_questions"":[""Your intelligence is something about you that you can't change very much"",""You have a certain amount of intelligence, and you really can't do much to change it"",""You can learn new things, but you can't really change your basic intelligence""],""names"":[""Bob"",""Evan"",""Mark"",""Phillip"",""George""],""goals"":[""showing his teacher that he has high math ability"",""doing well on this test"",""doing badly on his tests"",""doing well on future tests"",""being good at math"",""improving at math"",""showing his teacher that he tries at math""]}","{""target0"":""showing his teacher that he has high math ability"",""target1"":""doing well on this test"",""target2"":""doing badly on his tests"",""target3"":""doing well on future tests"",""target4"":""being good at math"",""target5"":""improving at math"",""target6"":""showing his teacher that he tries at math"",""response0"":0.54,""response1"":0.89,""response2"":0.13,""response3"":0.35,""response4"":0.43,""response5"":0.24,""response6"":0.28,""response7"":0.26,""response8"":0.29,""response9"":0.4}","""no idea""","""""","""male""","""yes""","""no""","""one that doesnt change""",43763,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3OUYGIZWR7YDYKWS3Y0WPJDV4BCP0L,AOW8XHXW76DSF,Approved,"Wed May 21 04:05:59 PDT 2014","Wed May 21 04:09:11 PDT 2014","{""dweck_questions"":[""Your intelligence is something about you that you can't change very much"",""You have a certain amount of intelligence, and you really can't do much to change it"",""You can learn new things, but you can't really change your basic intelligence""],""names"":[""Patrick"",""Charles"",""Carl"",""Greg"",""Fred""],""goals"":[""doing well on this test"",""doing badly on his tests"",""doing well on future tests"",""showing his teacher that he tries at math"",""showing his teacher that he has high math ability"",""being good at math"",""improving at math""]}","{""target0"":""doing well on this test"",""target1"":""doing badly on his tests"",""target2"":""doing well on future tests"",""target3"":""showing his teacher that he tries at math"",""target4"":""showing his teacher that he has high math ability"",""target5"":""being good at math"",""target6"":""improving at math"",""response0"":1,""response1"":0,""response2"":1,""response3"":0.69,""response4"":0.7,""response5"":1,""response6"":1,""response7"":1,""response8"":1,""response9"":1}","""To learn more about how people relate math to intelligence.""","""""","""male""","""yes""","""no""","""When you are determined to do something.""",178362,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3JC6VJ2SABJ56NCRBLOBGJKRMXO5A7,A29PB2C8XD8TVG,Approved,"Wed May 21 04:09:57 PDT 2014","Wed May 21 04:11:07 PDT 2014","{""dweck_questions"":[""You have a certain amount of intelligence, and you really can't do much to change it"",""You can learn new things, but you can't really change your basic intelligence"",""Your intelligence is something about you that you can't change very much""],""names"":[""John"",""Colin"",""Vince"",""Ben"",""Henry""],""goals"":[""doing badly on his tests"",""showing his teacher that he tries at math"",""improving at math"",""showing his teacher that he has high math ability"",""being good at math"",""doing well on future tests"",""doing well on this test""]}","{""target0"":""doing badly on his tests"",""target1"":""showing his teacher that he tries at math"",""target2"":""improving at math"",""target3"":""showing his teacher that he has high math ability"",""target4"":""being good at math"",""target5"":""doing well on future tests"",""target6"":""doing well on this test"",""response0"":0.41,""response1"":0.59,""response2"":0.61,""response3"":0.53,""response4"":0.57,""response5"":0.6,""response6"":0.57,""response7"":0.32,""response8"":0.32,""response9"":0.33}","""how we view learning""","""""","""male""","""no""","""yes""","""""",67454,
34R0BODSP1Z59GV91OLVNIFZUXY5EZ,"Reason About People Who Are Taking a Math Class","1 cond",3F6HPJW4JD0AE3W7U7I501E6U602WE,A1102MP1CZI32V,Approved,"Wed May 21 04:10:01 PDT 2014","Wed May 21 04:11:40 PDT 2014","{""dweck_questions"":[""You have a certain amount of intelligence, and you really can't do much to change it"",""Your intelligence is something about you that you can't change very much"",""You can learn new things, but you can't really change your basic intelligence""],""names"":[""Dan"",""Carl"",""Josh"",""Dave"",""Kyle""],""goals"":[""doing well on future tests"",""showing his teacher that he tries at math"",""doing well on this test"",""improving at math"",""being good at math"",""showing his teacher that he has high math ability"",""doing badly on his tests""]}","{""target0"":""doing well on future tests"",""target1"":""showing his teacher that he tries at math"",""target2"":""doing well on this test"",""target3"":""improving at math"",""target4"":""being good at math"",""target5"":""showing his teacher that he has high math ability"",""target6"":""doing badly on his tests"",""response0"":0.99,""response1"":1,""response2"":1,""response3"":1,""response4"":1,""response6"":0,""response5"":1,""response7"":0.36,""response8"":0.61,""response9"":0.83}","""perception of goals""","""""","""male""","""yes""","""no""","""a mindset you can't or won't change""",92964,
